"","year","value","variable","culture","state","chirps","double.fallow","double.single","onset","single.double","soil.lower","vpd"
"1",1988,28,"planted_area","soy","to",1795.07,NA,NA,67.88,NA,-1,150
"2",1989,59,"planted_area","soy","to",1745.38,NA,NA,56.56,NA,0,146
"3",1990,34.2,"planted_area","soy","to",1547.41,NA,NA,53.96,NA,0,143
"4",1991,3.9,"planted_area","soy","to",1506.22,NA,NA,87.93,NA,-1,158
"5",1992,12,"planted_area","soy","to",1531.46,NA,NA,82.04,NA,-1,155
"6",1993,15.5,"planted_area","soy","to",1694.05,NA,NA,72.26,NA,0,150
"7",1994,22.7,"planted_area","soy","to",1693.64,NA,NA,72.26,NA,-1,151
"8",1995,16.6,"planted_area","soy","to",1600.18,NA,NA,76.69,NA,-1,155
"9",1996,4.9,"planted_area","soy","to",1861.65,NA,NA,76.61,NA,0,141
"10",1997,21.9,"planted_area","soy","to",1309.01,NA,NA,56.47,NA,0,165
"11",1998,40.1,"planted_area","soy","to",1485.1,NA,NA,115.99,NA,-1,151
"12",1999,40.1,"planted_area","soy","to",1802.67,NA,NA,87.88,NA,-1,143
"13",2000,56.5,"planted_area","soy","to",1552.2,NA,NA,60.64,NA,0,143
"14",2001,66,"planted_area","soy","to",1689.77,NA,NA,64.25,NA,0,151
"15",2002,105,"planted_area","soy","to",1561.11,NA,NA,54.94,NA,0,143
"16",2003,148.1,"planted_area","soy","to",1736.65,18.46,14.24,89.66,3.75,-1,136
"17",2004,243.6,"planted_area","soy","to",1634.92,33.2,24.19,70.49,4.69,-1,140
"18",2005,355.7,"planted_area","soy","to",1705.45,24.31,29.59,68.77,11.62,-1,140
"19",2006,309.5,"planted_area","soy","to",1521.44,27.52,34.88,76.05,13.29,-1,136
"20",2007,267.7,"planted_area","soy","to",1581.94,75.93,35.63,64.74,11.73,-1,139
"21",2008,331.6,"planted_area","soy","to",1804.5,59.71,81.25,79.9,12.67,-1,153
"22",2009,311.4,"planted_area","soy","to",1538.35,163.81,28.1,72.02,22.24,0,155
"23",2010,364.3,"planted_area","soy","to",1715.79,86.39,178.01,57.65,22.41,0,143
"24",2011,404.7,"planted_area","soy","to",1651.77,13.41,27.94,58.45,47.73,-1,145
"25",2012,451.2,"planted_area","soy","to",1549.35,187.66,81.98,48.82,57.87,0,149
"26",2013,549.6,"planted_area","soy","to",1842.47,40.95,86.54,65.71,155.22,-1,167
"27",2014,748.4,"planted_area","soy","to",1763.91,170.17,33.17,62.1,169.91,-1,158
"28",2015,849.6,"planted_area","soy","to",1208.93,478.74,67.68,64.66,255.91,0,236
"29",2016,870.8,"planted_area","soy","to",1590.99,645.4,84.1,155.33,345.94,-2,169
"30",2017,964,"planted_area","soy","to",1671.63,NA,NA,NA,NA,-1,283
"31",2018,988.1,"planted_area","soy","to",NA,NA,NA,NA,NA,NA,NA
"32",1985,10,"planted_area","soy","ma",1582.15,NA,NA,124.24,NA,-1,164
"33",1986,8.7,"planted_area","soy","ma",1076.73,NA,NA,87.38,NA,0,167
"34",1987,8.5,"planted_area","soy","ma",1275.11,NA,NA,208.01,NA,-1,176
"35",1988,16.2,"planted_area","soy","ma",1370.91,NA,NA,139.59,NA,-1,171
"36",1989,21.9,"planted_area","soy","ma",1180.68,NA,NA,129.78,NA,-1,166
"37",1990,16,"planted_area","soy","ma",1160.17,NA,NA,182.06,NA,0,169
"38",1991,4.6,"planted_area","soy","ma",1026.05,NA,NA,166.06,NA,-1,190
"39",1992,21.1,"planted_area","soy","ma",954.25,NA,NA,188.68,NA,-1,203
"40",1993,42.7,"planted_area","soy","ma",1433.2,NA,NA,130.32,NA,-1,180
"41",1994,62.8,"planted_area","soy","ma",1359.94,NA,NA,130.32,NA,-1,176
"42",1995,91.7,"planted_area","soy","ma",1411.29,NA,NA,116.96,NA,-1,172
"43",1996,89.1,"planted_area","soy","ma",1337.84,NA,NA,115.37,NA,-1,158
"44",1997,120,"planted_area","soy","ma",880.92,NA,NA,110.38,NA,0,184
"45",1998,144,"planted_area","soy","ma",1272.1,NA,NA,253.77,NA,-1,178
"46",1999,162.7,"planted_area","soy","ma",1537.24,NA,NA,135.15,NA,0,171
"47",2000,175.7,"planted_area","soy","ma",1203.55,NA,NA,86.4,NA,-1,159
"48",2001,210,"planted_area","soy","ma",1240.49,NA,NA,151.93,NA,-1,167
"49",2002,238.3,"planted_area","soy","ma",1123.57,NA,NA,120.96,NA,-1,178
"50",2003,274,"planted_area","soy","ma",1345.71,12.16,23.24,167.01,0.28,-1,185
"51",2004,342.5,"planted_area","soy","ma",1256.87,33.01,27.94,125.31,1.51,-1,167
"52",2005,375,"planted_area","soy","ma",1406.73,11.51,34.78,126.42,0.56,-1,205
"53",2006,382.5,"planted_area","soy","ma",1149.53,28.87,60.06,125.16,1.88,-1,166
"54",2007,384.4,"planted_area","soy","ma",1429.64,114.65,117.27,174.14,12.33,-1,174
"55",2008,421.5,"planted_area","soy","ma",1591.97,49.01,239.56,119.32,15.52,-1,192
"56",2009,387.4,"planted_area","soy","ma",1112.6,114.7,104.42,101.94,39.4,-1,162
"57",2010,502.1,"planted_area","soy","ma",1473.1,124.66,502.14,185.91,37.32,-1,172
"58",2011,518.2,"planted_area","soy","ma",1093.22,14.89,108.98,100.86,94.49,-1,168
"59",2012,559.7,"planted_area","soy","ma",1086.52,108.38,328.62,213.51,108.24,0,207
"60",2013,586,"planted_area","soy","ma",1358.83,42.84,250.19,200.77,256.42,-1,176
"61",2014,662.2,"planted_area","soy","ma",1227.94,180.7,172.53,128.72,348.95,-1,187
"62",2015,749.6,"planted_area","soy","ma",901.36,467.47,404.85,158.42,473.14,-1,226
"63",2016,786.3,"planted_area","soy","ma",1367.73,610.23,155.16,222.85,522.98,-1,206
"64",2017,821.7,"planted_area","soy","ma",1230.11,NA,NA,NA,NA,-1,268
"65",2018,951.5,"planted_area","soy","ma",NA,NA,NA,NA,NA,NA,NA
"66",1988,0.2,"planted_area","soy","pi",1067.52,NA,NA,247.73,NA,-1,192
"67",1989,0.2,"planted_area","soy","pi",997.95,NA,NA,202.37,NA,-1,191
"68",1990,0.4,"planted_area","soy","pi",898.92,NA,NA,240.59,NA,0,196
"69",1994,6.8,"planted_area","soy","pi",948.33,NA,NA,211.58,NA,-1,226
"70",1995,13.6,"planted_area","soy","pi",1033.06,NA,NA,233.69,NA,-1,188
"71",1996,10.2,"planted_area","soy","pi",1108.46,NA,NA,230.05,NA,-1,177
"72",1997,17.9,"planted_area","soy","pi",784.18,NA,NA,182.43,NA,0,200
"73",1998,28.6,"planted_area","soy","pi",911.63,NA,NA,276.66,NA,-1,219
"74",1999,29.9,"planted_area","soy","pi",1113.93,NA,NA,258.43,NA,0,183
"75",2000,40,"planted_area","soy","pi",881.85,NA,NA,180.15,NA,0,193
"76",2001,62,"planted_area","soy","pi",930.73,NA,NA,259.47,NA,-1,195
"77",2002,86.8,"planted_area","soy","pi",877.83,NA,NA,250.14,NA,-1,225
"78",2003,116.3,"planted_area","soy","pi",1065.77,2.44,9.4,258.47,0,-1,226
"79",2004,159.3,"planted_area","soy","pi",1055.48,7.14,2.25,163.14,0,-1,199
"80",2005,197.1,"planted_area","soy","pi",1025.18,10.96,4.79,182.4,0,-1,219
"81",2006,232,"planted_area","soy","pi",865.73,13.97,6.11,190.75,0,-1,179
"82",2007,219.7,"planted_area","soy","pi",1056.01,21.6,30.18,265.57,0.19,-1,212
"83",2008,253.6,"planted_area","soy","pi",1139.78,17.46,33.86,164.68,0,-1,205
"84",2009,273.1,"planted_area","soy","pi",937.76,12.4,4.61,161.63,0,-1,179
"85",2010,343.1,"planted_area","soy","pi",1052.22,32.53,186.99,270.69,0.09,-1,196
"86",2011,383.6,"planted_area","soy","pi",828.23,2.07,39.82,218.32,0.47,-1,198
"87",2012,444.6,"planted_area","soy","pi",879.72,36.12,113.64,272.71,2.35,0,248
"88",2013,546.4,"planted_area","soy","pi",1032.85,7.71,153.24,250.45,16.75,-1,200
"89",2014,627.3,"planted_area","soy","pi",970.58,52.99,160.45,220.99,65.27,-1,206
"90",2015,673.7,"planted_area","soy","pi",726.5,135.82,254.19,246.24,99.24,-1,247
"91",2016,565,"planted_area","soy","pi",973.67,191.76,62.53,276.47,86.52,-1,237
"92",2017,693.8,"planted_area","soy","pi",975.56,NA,NA,NA,NA,-1,281
"93",2018,710.5,"planted_area","soy","pi",NA,NA,NA,NA,NA,NA,NA
"94",1980,1.9,"planted_area","soy","ba",NA,NA,NA,NA,NA,-1,173
"95",1981,2.4,"planted_area","soy","ba",1034.48,NA,NA,NA,NA,0,195
"96",1982,1.2,"planted_area","soy","ba",877.33,NA,NA,220.41,NA,0,199
"97",1983,5,"planted_area","soy","ba",973.01,NA,NA,242.01,NA,-1,195
"98",1984,28,"planted_area","soy","ba",1056.31,NA,NA,236.7,NA,-1,175
"99",1985,63,"planted_area","soy","ba",1156.12,NA,NA,217.96,NA,-1,146
"100",1986,107,"planted_area","soy","ba",827.99,NA,NA,205.25,NA,-1,165
"101",1987,170,"planted_area","soy","ba",1090.19,NA,NA,258.99,NA,-1,202
"102",1988,228,"planted_area","soy","ba",964.1,NA,NA,194.64,NA,0,173
"103",1989,385,"planted_area","soy","ba",1163.34,NA,NA,248.79,NA,-1,186
"104",1990,366,"planted_area","soy","ba",939.44,NA,NA,156.91,NA,-1,188
"105",1991,278,"planted_area","soy","ba",1184.36,NA,NA,238.57,NA,-1,211
"106",1992,330,"planted_area","soy","ba",961.44,NA,NA,152.04,NA,-1,195
"107",1993,380,"planted_area","soy","ba",1072.53,NA,NA,195.07,NA,-1,192
"108",1994,434,"planted_area","soy","ba",915.67,NA,NA,195.07,NA,-1,210
"109",1995,470.6,"planted_area","soy","ba",932.16,NA,NA,225.27,NA,-1,195
"110",1996,433,"planted_area","soy","ba",1223.12,NA,NA,262.13,NA,-1,174
"111",1997,456,"planted_area","soy","ba",797.97,NA,NA,146.47,NA,-1,183
"112",1998,556.3,"planted_area","soy","ba",944.32,NA,NA,275.06,NA,-1,205
"113",1999,580.2,"planted_area","soy","ba",1243.66,NA,NA,247.11,NA,-1,168
"114",2000,635.3,"planted_area","soy","ba",956.84,NA,NA,114.32,NA,0,196
"115",2001,690.6,"planted_area","soy","ba",902.16,NA,NA,249.22,NA,-1,190
"116",2002,800,"planted_area","soy","ba",918.14,NA,NA,257.1,NA,-1,196
"117",2003,850.4,"planted_area","soy","ba",1160.03,22.54,22.46,252.97,2.87,-1,210
"118",2004,821.5,"planted_area","soy","ba",1056.98,66.63,104.25,155.15,3.62,-1,190
"119",2005,870,"planted_area","soy","ba",1058.88,110.45,101.82,204.82,4.54,-1,189
"120",2006,872.6,"planted_area","soy","ba",922.43,90.07,114.26,189.07,5.01,-1,168
"121",2007,850.8,"planted_area","soy","ba",937.29,91.36,163.38,266.63,13.72,-1,198
"122",2008,905,"planted_area","soy","ba",1145.91,45.56,166.76,239.96,3.25,-1,196
"123",2009,947.5,"planted_area","soy","ba",972.02,46.78,68.83,148.71,4.08,0,169
"124",2010,1016.5,"planted_area","soy","ba",1107.96,203.37,200.47,254.59,1.39,-1,188
"125",2011,1043.9,"planted_area","soy","ba",903.48,38.32,199.99,195.37,4.8,-1,185
"126",2012,1112.8,"planted_area","soy","ba",900.29,128.61,186.59,254.81,4.73,-1,214
"127",2013,1281.9,"planted_area","soy","ba",1069.98,30.15,419.6,240.22,13.62,0,193
"128",2014,1312.7,"planted_area","soy","ba",1027.31,105.37,303.38,195.9,27.67,-1,192
"129",2015,1422,"planted_area","soy","ba",775.79,313.38,602.84,209.88,49.21,0,232
"130",2016,1526.9,"planted_area","soy","ba",870.36,469.03,768.68,275.39,33.54,-1,215
"131",2017,1580.3,"planted_area","soy","ba",971.23,NA,NA,NA,NA,-1,265
"132",2018,1599.3,"planted_area","soy","ba",NA,NA,NA,NA,NA,NA,NA
"133",1977,310,"planted_area","soy","mt",NA,NA,NA,NA,NA,NA,139
"134",1978,6,"planted_area","soy","mt",NA,NA,NA,NA,NA,0,139
"135",1979,19,"planted_area","soy","mt",NA,NA,NA,NA,NA,0,163
"136",1980,70,"planted_area","soy","mt",NA,NA,NA,NA,NA,-1,141
"137",1981,128,"planted_area","soy","mt",1998.02,NA,NA,NA,NA,-1,145
"138",1982,195,"planted_area","soy","mt",1702.57,NA,NA,50.35,NA,0,159
"139",1983,317,"planted_area","soy","mt",1730.22,NA,NA,77.25,NA,0,138
"140",1984,467,"planted_area","soy","mt",1832.12,NA,NA,57.03,NA,0,138
"141",1985,795,"planted_area","soy","mt",1748.56,NA,NA,55.68,NA,0,140
"142",1986,909.5,"planted_area","soy","mt",1575.45,NA,NA,72.77,NA,-1,146
"143",1987,1100,"planted_area","soy","mt",1896.74,NA,NA,83.63,NA,-1,144
"144",1988,1375,"planted_area","soy","mt",1876.81,NA,NA,66.68,NA,-1,134
"145",1989,1708.2,"planted_area","soy","mt",1723.81,NA,NA,62.8,NA,-1,148
"146",1990,1503,"planted_area","soy","mt",1842.6,NA,NA,71.04,NA,0,134
"147",1991,1100,"planted_area","soy","mt",1730.93,NA,NA,63.98,NA,0,145
"148",1992,1452,"planted_area","soy","mt",1645.32,NA,NA,82.34,NA,0,140
"149",1993,1713.4,"planted_area","soy","mt",1752.94,NA,NA,87.84,NA,0,132
"150",1994,1996,"planted_area","soy","mt",1846.33,NA,NA,87.84,NA,0,141
"151",1995,2295.4,"planted_area","soy","mt",1695.56,NA,NA,74.16,NA,0,147
"152",1996,1905.2,"planted_area","soy","mt",1869.95,NA,NA,81.73,NA,-1,130
"153",1997,2095.7,"planted_area","soy","mt",1492.05,NA,NA,62.84,NA,0,172
"154",1998,2600,"planted_area","soy","mt",1652.44,NA,NA,90.61,NA,-1,163
"155",1999,2548,"planted_area","soy","mt",1706.88,NA,NA,67.37,NA,0,149
"156",2000,2904.7,"planted_area","soy","mt",1610.35,NA,NA,76.86,NA,-1,155
"157",2001,3120,"planted_area","soy","mt",1756.06,NA,NA,83.52,NA,-1,165
"158",2002,3853.2,"planted_area","soy","mt",1713.76,NA,NA,66.23,NA,0,149
"159",2003,4419.6,"planted_area","soy","mt",1832.58,287.25,2275.89,78.52,1574.36,-1,137
"160",2004,5240.5,"planted_area","soy","mt",1656.91,453.83,2471.85,79.67,2828.55,-1,137
"161",2005,6105.2,"planted_area","soy","mt",1820.82,564.7,4317.71,77.08,4109.23,-1,147
"162",2006,6196.8,"planted_area","soy","mt",1745.42,637.65,1764.35,65.7,5442.71,-1,147
"163",2007,5124.8,"planted_area","soy","mt",1800.16,872.73,3375.28,46.77,6607.98,-1,147
"164",2008,5675,"planted_area","soy","mt",1727.95,469.91,3113.01,68.31,10230.39,0,139
"165",2009,5828.2,"planted_area","soy","mt",1688.89,1784.06,2977.2,75.23,12612.63,0,151
"166",2010,6224.5,"planted_area","soy","mt",1765.53,1163.21,3288.3,73.41,14630.57,-1,136
"167",2011,6398.8,"planted_area","soy","mt",1781.86,445.55,3140.2,70.14,14697.02,-1,134
"168",2012,6980.5,"planted_area","soy","mt",1883.25,1555.51,1331.63,69.12,16702.9,-1,138
"169",2013,7818.2,"planted_area","soy","mt",2056.68,1297.99,2302.91,85.12,20756.64,-1,142
"170",2014,8615.7,"planted_area","soy","mt",1852.81,2530.33,1116.65,51.36,24519.49,0,142
"171",2015,8934.5,"planted_area","soy","mt",1484.19,9724.37,1604.64,69.84,21144.41,-1,214
"172",2016,9140,"planted_area","soy","mt",1984.59,8238.32,886.86,98.01,20235.94,-1,160
"173",2017,9322.8,"planted_area","soy","mt",1889.78,NA,NA,NA,NA,0,156
"174",2018,9518.6,"planted_area","soy","mt",NA,NA,NA,NA,NA,NA,NA
"175",1977,68,"planted_area","soy","go",NA,NA,NA,NA,NA,NA,128
"176",1978,97,"planted_area","soy","go",NA,NA,NA,NA,NA,0,128
"177",1979,128,"planted_area","soy","go",NA,NA,NA,NA,NA,-1,149
"178",1980,247,"planted_area","soy","go",NA,NA,NA,NA,NA,-1,145
"179",1981,294,"planted_area","soy","go",1789.64,NA,NA,NA,NA,-1,144
"180",1982,320,"planted_area","soy","go",1711.85,NA,NA,41.23,NA,0,147
"181",1983,370,"planted_area","soy","go",1430.86,NA,NA,68.25,NA,-1,143
"182",1984,571,"planted_area","soy","go",1603.08,NA,NA,72.57,NA,0,129
"183",1985,690,"planted_area","soy","go",1371.2,NA,NA,75.43,NA,-1,135
"184",1986,621,"planted_area","soy","go",1318.23,NA,NA,97.68,NA,-1,148
"185",1987,540,"planted_area","soy","go",1651.02,NA,NA,111.58,NA,-1,143
"186",1988,730.4,"planted_area","soy","go",1398.71,NA,NA,62.35,NA,-1,130
"187",1989,990,"planted_area","soy","go",1519.08,NA,NA,86.29,NA,-1,138
"188",1990,940.5,"planted_area","soy","go",1491.85,NA,NA,60.17,NA,0,128
"189",1991,790,"planted_area","soy","go",1546.86,NA,NA,89.85,NA,-1,139
"190",1992,820,"planted_area","soy","go",1430.69,NA,NA,76.69,NA,-1,133
"191",1993,984,"planted_area","soy","go",1530.83,NA,NA,84.35,NA,-1,135
"192",1994,1090,"planted_area","soy","go",1463.31,NA,NA,84.35,NA,-1,146
"193",1995,1122.7,"planted_area","soy","go",1320.72,NA,NA,74.89,NA,0,151
"194",1996,909.4,"planted_area","soy","go",1667.33,NA,NA,112.98,NA,-1,126
"195",1997,991.2,"planted_area","soy","go",1290.71,NA,NA,62.85,NA,0,145
"196",1998,1338.1,"planted_area","soy","go",1315.24,NA,NA,118.44,NA,-1,151
"197",1999,1324.7,"planted_area","soy","go",1503,NA,NA,112.38,NA,-1,137
"198",2000,1454.5,"planted_area","soy","go",1311.95,NA,NA,63.62,NA,-1,138
"199",2001,1540,"planted_area","soy","go",1517.88,NA,NA,96.71,NA,-1,147
"200",2002,1901.9,"planted_area","soy","go",1397.97,NA,NA,66.03,NA,-1,142
"201",2003,2170.5,"planted_area","soy","go",1608.71,297.87,663.5,83.88,1381.66,-1,127
"202",2004,2572,"planted_area","soy","go",1402.63,547.97,704.14,70.91,1965.49,-1,132
"203",2005,2662,"planted_area","soy","go",1527.86,581.74,2391.53,76.61,2057.59,-1,140
"204",2006,2542.2,"planted_area","soy","go",1560.31,353.83,478.25,65.8,2182.02,-1,129
"205",2007,2191.4,"planted_area","soy","go",1515.22,712.75,928.54,58.76,2124.77,-1,140
"206",2008,2179.7,"planted_area","soy","go",1492.51,331.97,801.67,79.52,2971.08,-1,144
"207",2009,2307.2,"planted_area","soy","go",1415.64,1046.6,1255.67,77.26,3690.14,0,150
"208",2010,2549.5,"planted_area","soy","go",1609.69,607.69,674.92,78.24,4469.87,0,133
"209",2011,2605.6,"planted_area","soy","go",1417.41,437.5,901.42,64.55,5000.17,-1,144
"210",2012,2644.7,"planted_area","soy","go",1439.52,1154.66,705.15,75.44,6114.07,0,150
"211",2013,2888,"planted_area","soy","go",1502.02,1035.56,791.91,70.72,7108.88,-1,153
"212",2014,3101.7,"planted_area","soy","go",1524.54,989.13,276.39,80.07,6943.43,-1,146
"213",2015,3325,"planted_area","soy","go",1223.24,5839.31,519.45,67.08,6713.86,-1,193
"214",2016,3285.1,"planted_area","soy","go",1348.55,3975.18,460.86,132.16,6402.2,-1,153
"215",2017,3278.5,"planted_area","soy","go",1405.71,NA,NA,NA,NA,-1,260
"216",2018,3386.7,"planted_area","soy","go",NA,NA,NA,NA,NA,NA,NA
"217",1980,8,"planted_area","soy","df",NA,NA,NA,NA,NA,-1,104
"218",1981,15,"planted_area","soy","df",1724.87,NA,NA,NA,NA,0,109
"219",1982,17,"planted_area","soy","df",1610.9,NA,NA,36.63,NA,0,104
"220",1983,20,"planted_area","soy","df",1383.91,NA,NA,60.46,NA,-1,108
"221",1984,30,"planted_area","soy","df",1336.02,NA,NA,52.9,NA,-1,98
"222",1985,45,"planted_area","soy","df",1224.29,NA,NA,87,NA,-1,100
"223",1986,48.8,"planted_area","soy","df",1177.15,NA,NA,191.84,NA,-1,111
"224",1987,43.8,"planted_area","soy","df",1552.2,NA,NA,157.24,NA,-1,106
"225",1988,42.7,"planted_area","soy","df",1318.26,NA,NA,68.55,NA,0,103
"226",1989,56.3,"planted_area","soy","df",1542.59,NA,NA,70.96,NA,-1,107
"227",1990,53.5,"planted_area","soy","df",1338.98,NA,NA,43.15,NA,-1,103
"228",1991,43.1,"planted_area","soy","df",1636.64,NA,NA,93.37,NA,-1,104
"229",1992,42,"planted_area","soy","df",1471.99,NA,NA,66.67,NA,-1,110
"230",1993,44.7,"planted_area","soy","df",1478.08,NA,NA,86.42,NA,-1,111
"231",1994,49.3,"planted_area","soy","df",1319.51,NA,NA,86.42,NA,0,112
"232",1995,43.8,"planted_area","soy","df",1131.29,NA,NA,77,NA,0,115
"233",1996,34.7,"planted_area","soy","df",1504.94,NA,NA,254.74,NA,-1,100
"234",1997,34.6,"planted_area","soy","df",1191.26,NA,NA,74.46,NA,0,111
"235",1998,35.6,"planted_area","soy","df",1186.36,NA,NA,163.51,NA,-1,112
"236",1999,28.5,"planted_area","soy","df",1414.43,NA,NA,201.25,NA,-1,112
"237",2000,33.6,"planted_area","soy","df",1192.08,NA,NA,54.55,NA,-1,112
"238",2001,35,"planted_area","soy","df",1294.9,NA,NA,157.02,NA,-1,116
"239",2002,37.7,"planted_area","soy","df",1199.09,NA,NA,147.16,NA,-1,115
"240",2003,43.2,"planted_area","soy","df",1641.31,5.48,17.64,118.7,0.55,-1,104
"241",2004,49.6,"planted_area","soy","df",1394.76,7.77,18.93,98.01,0.91,-1,115
"242",2005,59,"planted_area","soy","df",1466.67,4.57,42.05,89.29,2.56,-1,109
"243",2006,54,"planted_area","soy","df",1400.32,8.68,29.62,65.21,1.46,-1,103
"244",2007,51.8,"planted_area","soy","df",1441.06,3.57,19.29,57.18,0.37,-1,101
